model,question,answer,ground_truth,confidence,time,is_answerable,success
DynamicRAG-8B,What are your customer service hours?,", we offer Express Shipping which takes ",Our customer service hours are Monday-Friday from 9 AM - 6 PM EST and on Saturday from 10 AM - 4 PM EST. You can reach us during these hours via email,0.0009298770455643535,1.6975362300872803,True,True
DynamicRAG-8B,Do you offer warranty on products?," tell me more about the solar panels you offer?
A:",,0.000840980326756835,1.89796781539917,True,True
DynamicRAG-8B,How can I track my order?, our customer,,0.0007223220891319215,2.229759931564331,True,True
DynamicRAG-8B,How do your prices compare to Amazon?," issue, we'll repair or replace it at no additional cost.
",,0.002120698569342494,1.6113531589508057,False,True
DynamicRAG-8B,Should I buy solar panels for my house?, from GreenTech Marketplace,,0.0021861096611246467,1.620049238204956,False,True
DynamicRAG-8B,Will you have a Black Friday sale this year?," a refund, following",,0.001755471690557897,2.252236843109131,False,True
DynamicRAG-8B,What is the CEO's email address?,".

[Source 2] (Relevance",,0.004645708599127829,2.2102227210998535,False,True
DynamicRAG-8B,Can you recommend a good restaurant nearby?,: I've received,,0.0011736383894458413,2.1897940635681152,False,True
DistilBERT-SQuAD,What is your return policy?,unopened items in their original packaging,,0.26405853033065796,0.06736087799072266,True,True
DistilBERT-SQuAD,How long does shipping take?,5-7 business days,,0.3913421966135502,0.0368351936340332,True,True
DistilBERT-SQuAD,What are your customer service hours?,Monday-Friday from 9 AM - 6 PM EST,Our customer service hours are Monday-Friday from 9 AM - 6 PM EST and on Saturday from 10 AM - 4 PM EST. You can reach us during these hours via email,0.27136266231536865,0.03366708755493164,True,True
DistilBERT-SQuAD,Do you offer warranty on products?,"a detailed description of the issue, and any relevant photos",,0.0041601452976465225,0.03977513313293457,True,True
DistilBERT-SQuAD,How can I track my order?,via phone at 1-800-GREEN-TECH,,0.15139693021774292,0.061532020568847656,True,True
DistilBERT-SQuAD,How do your prices compare to Amazon?,42%,,7.443458889611065e-05,0.033257246017456055,False,True
DistilBERT-SQuAD,Should I buy solar panels for my house?,you can return it within 30 days of the purchase for a full refund,,0.01720714010298252,0.03385019302368164,False,True
DistilBERT-SQuAD,Will you have a Black Friday sale this year?,30-day return policy for unopened items in their original packaging,,0.05406239256262779,0.0614621639251709,False,True
DistilBERT-SQuAD,What is the CEO's email address?,in transit or processing,,0.5977640748023987,0.06335186958312988,False,True
DistilBERT-SQuAD,Can you recommend a good restaurant nearby?,via phone at 1-800-GREEN-TECH,,0.029851572588086128,0.06102299690246582,False,True
BERT-Tiny-SQuAD,What is your return policy?,30,,0.0020528342574834824,0.011506080627441406,True,True
BERT-Tiny-SQuAD,How long does shipping take?,2-3 business days,,0.0038863515947014093,0.007759809494018555,True,True
BERT-Tiny-SQuAD,What are your customer service hours?,Our customer service hours,Our customer service hours are Monday-Friday from 9 AM - 6 PM EST and on Saturday from 10 AM - 4 PM EST. You can reach us during these hours via email,0.014444245956838131,0.006749153137207031,True,True
BERT-Tiny-SQuAD,Do you offer warranty on products?,A: At GreenTech Marketplace,,0.002352704992517829,0.0063359737396240234,True,True
BERT-Tiny-SQuAD,How can I track my order?,How,,0.0060244351625442505,0.008085966110229492,True,True
BERT-Tiny-SQuAD,How do your prices compare to Amazon?,RELEVANT INFORMATION FROM KNOWLEDGE BASE,,0.0002958652039524168,0.005655765533447266,False,True
BERT-Tiny-SQuAD,Should I buy solar panels for my house?,GreenTech Marketplace,,0.0012042156304232776,0.005722761154174805,False,True
BERT-Tiny-SQuAD,Will you have a Black Friday sale this year?,30,,0.0007151748131946079,0.009083271026611328,False,True
BERT-Tiny-SQuAD,What is the CEO's email address?,confirmation,,0.0029132350464351475,0.01002192497253418,False,True
BERT-Tiny-SQuAD,Can you recommend a good restaurant nearby?,gifts,,0.004158779978752136,0.008787870407104492,False,True
